answer_llm,answer_orig,document,question,group
"Chị Tiến nói rằng chị đang bị giam lỏng ở một khu vực núi đồi. 
","Chị Tiến đã báo rằng mình đang bị giam lỏng ở một khu vực núi đồi, nhưng không nói đã đi đâu chính xác.",c8ffa4e7,Chị Tiến đã báo cáo gia cố ở khu vực nào?,General
"Chị Tiến cho biết đang bị giam lỏng ở một khu vực núi đồi.  
","Chị Tiến đã báo rằng mình đang bị giam lỏng ở một khu vực núi đồi, nhưng không nói đã đi đâu chính xác.",c8ffa4e7,Tình hình tiêm kích địa điểm chị Tiến đang bị giam lỏng là gì?,General
"Chị Tiến cho biết mình đang bị giam lỏng ở một khu vực núi đồi, có một người đàn ông dọa nạt, không cho chị về.  
","Chị Tiến đã báo rằng mình đang bị giam lỏng ở một khu vực núi đồi, nhưng không nói đã đi đâu chính xác.",c8ffa4e7,Chị Tiến cung cấp thông tin chi tiết về địa điểm bị giam lỏng không?,General
"Không có thông tin về núi đồi mà chị Tiến nhắc đến trong các văn bản được cung cấp. 
","Chị Tiến đã báo rằng mình đang bị giam lỏng ở một khu vực núi đồi, nhưng không nói đã đi đâu chính xác.",c8ffa4e7,Núi đồi mà chị Tiến nhắc đến nằm ở đâu?,General
"Chị Tiến cho biết chị đang bị giam lỏng ở một khu vực núi đồi, có một người đàn ông dọa nạt chị và không cho chị về. 
","Chị Tiến đã báo rằng mình đang bị giam lỏng ở một khu vực núi đồi, nhưng không nói đã đi đâu chính xác.",c8ffa4e7,Có thông tin nào về lý do chị Tiến bị giam lỏng không?,General
"Ricardo Rodriguez là người ghi bàn thắng cho đội tuyển Thụy Sĩ từ chấm phạt 11m. 
","Ricardo Rodriguez là người ghi bàn thắng cho đội tuyển Thụy Sĩ từ chấm phạt 11m, sau khi trọng tài cho rằng bóng đã chạm tay cầu thủ chủ nhà.",16cff02b,Ai là người ghi bàn cho Thụy Sĩ trong trận đấu với Bắc Ireland tại vòng play-off World Cup 2018 khu vực châu Âu?,General
"Pha bàn thắng duy nhất của trận đấu giúp Thụy Sỹ giành chiến thắng 1-0 trên sân khách Bắc Ireland là từ quả penalty, sau khi trọng tài cho rằng bóng đã chạm tay cầu thủ chủ nhà.  

","Ricardo Rodriguez là người ghi bàn thắng cho đội tuyển Thụy Sĩ từ chấm phạt 11m, sau khi trọng tài cho rằng bóng đã chạm tay cầu thủ chủ nhà.",16cff02b,"Trong trận đấu đó, Thụy Sĩ ghi bàn từ pha nào?",General
"Trọng tài phạt đền penalty cho Thụy Sĩ vì trọng tài cho rằng bóng đã chạm tay của một cầu thủ  Bắc Ireland  trong vòng cấm.
","Ricardo Rodriguez là người ghi bàn thắng cho đội tuyển Thụy Sĩ từ chấm phạt 11m, sau khi trọng tài cho rằng bóng đã chạm tay cầu thủ chủ nhà.",16cff02b,Tại sao trọng tài phạtจุด penalty cho Thụy Sĩ?,General
"Bắc Ireland bị kêu gọi phạt vì trọng tài cho rằng một cầu thủ của họ đã phạm lỗi khi để bóng chạm tay trong vòng cấm, dẫn đến quả penalty cho Thụy Sỹ. 
","Ricardo Rodriguez là người ghi bàn thắng cho đội tuyển Thụy Sĩ từ chấm phạt 11m, sau khi trọng tài cho rằng bóng đã chạm tay cầu thủ chủ nhà.",16cff02b,Bắc Ireland bị kêu gọi phạt vì gì?,General
"Theo văn bản cung cấp, không có thông tin về Ricardo Rodriguez. 


","Ricardo Rodriguez là người ghi bàn thắng cho đội tuyển Thụy Sĩ từ chấm phạt 11m, sau khi trọng tài cho rằng bóng đã chạm tay cầu thủ chủ nhà.",16cff02b,Ricardo Rodriguez cầu thủ đến từ đâu?,General
"Cửa hàng 113 Hàng Gai nộp tổng số thuế là 234 triệu đồng (năm 2015), 241,7 triệu đồng (năm 2016) và 211,2 triệu đồng (9 tháng đầu năm 2017). 


","Năm 2015, cửa hàng nộp thuế 234 triệu đồng; năm 2016 nộp thuế gần 241,7 triệu đồng. 9 tháng đầu năm 2017 doanh thu kê khai của cửa hàng là hơn 14 tỷ đồng, nộp thuế 211,2 triệu đồng.",a8fb6c5d,"Tổng số thuế cửa hàng 113 Hàng Gai nộp trong 3 năm 2015, 2016 và 9 tháng đầu năm 2017 là bao nhiêu?",General
"Cửa hàng Khaisilk nộp khoảng 241,7 triệu đồng thuế vào năm 2016. 
","Năm 2015, cửa hàng nộp thuế 234 triệu đồng; năm 2016 nộp thuế gần 241,7 triệu đồng. 9 tháng đầu năm 2017 doanh thu kê khai của cửa hàng là hơn 14 tỷ đồng, nộp thuế 211,2 triệu đồng.",a8fb6c5d,Cửa hàng Khaisilk nộp bao nhiêu thuế vào năm 2016?,General
"Doanh thu kê khai của cửa hàng 113 Hàng Gai trong 9 tháng đầu năm 2017 là hơn 14 tỷ đồng.  
","Năm 2015, cửa hàng nộp thuế 234 triệu đồng; năm 2016 nộp thuế gần 241,7 triệu đồng. 9 tháng đầu năm 2017 doanh thu kê khai của cửa hàng là hơn 14 tỷ đồng, nộp thuế 211,2 triệu đồng.",a8fb6c5d,Doanh thu thuếeclared của cửa hàng 113 Hàng Gai trong 9 tháng đầu năm 2017 là bao nhiêu?,General
"Năm 2015, cửa hàng nộp thuế 234 triệu đồng. 
","Năm 2015, cửa hàng nộp thuế 234 triệu đồng; năm 2016 nộp thuế gần 241,7 triệu đồng. 9 tháng đầu năm 2017 doanh thu kê khai của cửa hàng là hơn 14 tỷ đồng, nộp thuế 211,2 triệu đồng.",a8fb6c5d,Khai thuế của cửa hàng 113 Hàng Gai nộp bao nhiêu tiền vào năm 2015?,General
"Tổng thu ngân sách Nhà nước 6 tháng đầu năm 2017 của ngành thuế Thành phố ước đạt 120.169 tỷ đồng. 
","Năm 2015, cửa hàng nộp thuế 234 triệu đồng; năm 2016 nộp thuế gần 241,7 triệu đồng. 9 tháng đầu năm 2017 doanh thu kê khai của cửa hàng là hơn 14 tỷ đồng, nộp thuế 211,2 triệu đồng.",a8fb6c5d,Có bao nhiêu tiền thuế được nộp vào năm 2017?,General
"Ngành nghề thứ ba mà Tập đoàn MiG đang tập trung là phát triển UAV. 
","Ngành nghề thứ ba mà Tập đoàn MiG đang tập trung là phát triển UAV. Chiếc UAV tương lai của Nga sẽ có khả năng thực hiện cả nhiệm vụ do thám, tác chiến điện tử lẫn tấn công mục tiêu.",370ae6ea,Tập đoàn MiG đang tập trung phát triển ngành nghề nào làm ngành nghề thứ ba?,General
"UAV tương lai của Nga có khả năng thực hiện cả nhiệm vụ do thám, tác chiến điện tử lẫn tấn công mục tiêu.  
","Ngành nghề thứ ba mà Tập đoàn MiG đang tập trung là phát triển UAV. Chiếc UAV tương lai của Nga sẽ có khả năng thực hiện cả nhiệm vụ do thám, tác chiến điện tử lẫn tấn công mục tiêu.",370ae6ea,UAV tương lai của Nga có thể thực hiện nhiệm vụ gì?,General
"Ngoài do thám và tác chiến điện tử, UAV Nga tương lai còn có khả năng tấn công mục tiêu. 
","Ngành nghề thứ ba mà Tập đoàn MiG đang tập trung là phát triển UAV. Chiếc UAV tương lai của Nga sẽ có khả năng thực hiện cả nhiệm vụ do thám, tác chiến điện tử lẫn tấn công mục tiêu.",370ae6ea,"Ngoài do thám và tác chiến điện tử, UAV Nga tương lai còn có khả năng làm gì?",General
"Tập đoàn MiG đang tập trung phát triển một loại máy bay không người lái (UAV) mới. 
","Ngành nghề thứ ba mà Tập đoàn MiG đang tập trung là phát triển UAV. Chiếc UAV tương lai của Nga sẽ có khả năng thực hiện cả nhiệm vụ do thám, tác chiến điện tử lẫn tấn công mục tiêu.",370ae6ea,MiG tập trung phát triển dòng sản phẩm UAV mới?,General
"UAV Nga trong tương lai sẽ có khả năng thực hiện nhiệm vụ do thám, tác chiến điện tử lẫn tấn công mục tiêu. 


","Ngành nghề thứ ba mà Tập đoàn MiG đang tập trung là phát triển UAV. Chiếc UAV tương lai của Nga sẽ có khả năng thực hiện cả nhiệm vụ do thám, tác chiến điện tử lẫn tấn công mục tiêu.",370ae6ea,UAV Nga có khả năng tác chiến đa dạng?,General
"HLV Paul Simpson không hài lòng vì ông cho rằng nói Argentina kiểm soát trận đấu và Anh thắng 3-0 nhờ may mắn trong một số tình huống là thiếu tôn trọng với chiến thắng 3-0 của đội Anh U20 trước Argentina. 


",HLV Paul Simpson không hài lòng vì ông cho rằng nói Argentina kiểm soát trận đấu và Anh thắng 3-0 nhờ may mắn trong một số tình huống là thiếu tôn trọng với chiến thắng 3-0 của đội Anh U20 trước Argentina.,87b8b4c3,HLV Paul Simpson không hài lòng với ý kiến nào của báo chí nước ngoài về trận Anh vs Argentina tại U20 World Cup 2017?,General
"HLV Paul Simpson cho rằng nói Argentina kiểm soát trận đấu và Anh thắng 3-0 nhờ may mắn trong một số tình huống là thiếu tôn trọng với chiến thắng 3-0 của đội Anh U20 trước Argentina. 
",HLV Paul Simpson không hài lòng vì ông cho rằng nói Argentina kiểm soát trận đấu và Anh thắng 3-0 nhờ may mắn trong một số tình huống là thiếu tôn trọng với chiến thắng 3-0 của đội Anh U20 trước Argentina.,87b8b4c3,Tại sao HLV Paul Simpson cho rằng báo chí quốc tế đã thiếu tôn trọng đội tuyển Anh U20?,General
"Trận đấu Anh - Argentina tại U20 World Cup 2017 kết thúc với tỷ số 0-3.  
",HLV Paul Simpson không hài lòng vì ông cho rằng nói Argentina kiểm soát trận đấu và Anh thắng 3-0 nhờ may mắn trong một số tình huống là thiếu tôn trọng với chiến thắng 3-0 của đội Anh U20 trước Argentina.,87b8b4c3,Trận đấu Anh - Argentina tại U20 World Cup 2017 kết thúc với tỷ số bao nhiêu?,General
"BLV Paul Simpson cho rằng cách đánh giá của báo chí quốc tế về trận đấu Anh vs Argentina là thiếu tôn trọng với chiến thắng 3-0 của đội Anh vì họ cho rằng Argentina kiểm soát trận đấu và Anh thắng nhờ may mắn. 
",HLV Paul Simpson không hài lòng vì ông cho rằng nói Argentina kiểm soát trận đấu và Anh thắng 3-0 nhờ may mắn trong một số tình huống là thiếu tôn trọng với chiến thắng 3-0 của đội Anh U20 trước Argentina.,87b8b4c3,"Theo HLV Paul Simpson, báo chí quốc tế có đánh giá như thế nào về trận đấu Anh vs Argentina?",General
"HLV Paul Simpson tỏ ra khó chịu khi phóng viên quốc tế nói rằng Argentina kiểm soát trận đấu và Anh thắng 3-0 nhờ may mắn trong một số tình huống. Ông cho rằng đây là điều thiếu tôn trọng với chiến thắng 3-0 của đội Anh U20 trước Argentina. 


",HLV Paul Simpson không hài lòng vì ông cho rằng nói Argentina kiểm soát trận đấu và Anh thắng 3-0 nhờ may mắn trong một số tình huống là thiếu tôn trọng với chiến thắng 3-0 của đội Anh U20 trước Argentina.,87b8b4c3,HLV Paul Simpson phản ứng thế nào với nhận định về may mắn trong trận Anh - Argentina?,General
"Cháu Nghĩa bị đưa đi khỏi nhà. 
",Cháu Nghĩa đã bị sát hại sau khi bị đưa đi khỏi nhà. Đây là kết quả điều tra ban đầu của cơ quan chức năng dựa trên kết quả khám nghiệm của cơ quan pháp y.,7cb8ee22,Cháu Nghĩa bị đưa đi đâu trước khi bị sát hại?,General
"Cháu Nghĩa bị sát hại sau khi bị đưa đi khỏi nhà. 
",Cháu Nghĩa đã bị sát hại sau khi bị đưa đi khỏi nhà. Đây là kết quả điều tra ban đầu của cơ quan chức năng dựa trên kết quả khám nghiệm của cơ quan pháp y.,7cb8ee22,"Theo kết quả khám nghiệm pháp y, cháu Nghĩa chết như thế nào?",General
" Cơ quan chức năng đang điều tra vụ án sát hại cháu Nghĩa. Qua kết quả khám nghiệm của cơ quan pháp y, cơ quan chức năng khẳng định cháu Nghĩa bị sát hại sau khi bị đưa đi khỏi nhà. Hiện tại, công tác điều tra tập trung vào việc truy tìm động cơ và nguyên nhân khiến cháu bé bị sát hại.  
",Cháu Nghĩa đã bị sát hại sau khi bị đưa đi khỏi nhà. Đây là kết quả điều tra ban đầu của cơ quan chức năng dựa trên kết quả khám nghiệm của cơ quan pháp y.,7cb8ee22,Sự việc xảy ra với cháu Nghĩa được cơ quan chức năng đang điều tra như thế nào?,General
"Chưa có thông tin về ai đã đưa cháu Nghĩa đi khỏi nhà trong ngữ liệu được cung cấp.  
",Cháu Nghĩa đã bị sát hại sau khi bị đưa đi khỏi nhà. Đây là kết quả điều tra ban đầu của cơ quan chức năng dựa trên kết quả khám nghiệm của cơ quan pháp y.,7cb8ee22,Người nào đã đưa cháu Nghĩa đi khỏi nhà?,General
"Cháu Nghĩa bị sát hại sau khi bị đưa đi khỏi nhà. 
",Cháu Nghĩa đã bị sát hại sau khi bị đưa đi khỏi nhà. Đây là kết quả điều tra ban đầu của cơ quan chức năng dựa trên kết quả khám nghiệm của cơ quan pháp y.,7cb8ee22,Cháu Nghĩa bị sát hại vào thời điểm nào?,General
"Chile vào được trận chung kết Confederations Cup 2017 bằng cách đánh bại Bồ Đào Nha trên loạt đấu súng với tỉ số 3-0, sau khi hòa 0-0 trong thời gian chính thức. 
","Chile đã giành vé vào chung kết Confederations Cup 2017 bằng cách đánh bại Bồ Đào Nha trên loạt đấu súng với tỉ số 3-0, sau khi hòa 0-0 trong thời gian chính thức.",77dfdc29,Tại sao Chile vào được trận chung kết Confederations Cup 2017?,General
"Chile đã giành vé vào chung kết sau khi đánh bại Bồ Đào Nha trên loạt đấu súng với tỉ số 3-0, sau khi hòa 0-0 trong thời gian chính thức.  
","Chile đã giành vé vào chung kết Confederations Cup 2017 bằng cách đánh bại Bồ Đào Nha trên loạt đấu súng với tỉ số 3-0, sau khi hòa 0-0 trong thời gian chính thức.",77dfdc29,Chile đã giành chiến thắng trước đội bóng nào để vào chung kết?,General
"Chile và Bồ Đào Nha hòa nhau 0-0 sau 120 phút thi đấu, và Chile giành chiến thắng trên loạt đấu súng 3-0.  
","Chile đã giành vé vào chung kết Confederations Cup 2017 bằng cách đánh bại Bồ Đào Nha trên loạt đấu súng với tỉ số 3-0, sau khi hòa 0-0 trong thời gian chính thức.",77dfdc29,Tỷ số trận bán kết giữa Chile và Bồ Đào Nha là bao nhiêu?,General
"Chile đã giành vé vào chung kết  Confederations Cup 2017 bằng cách đánh bại Bồ Đào Nha  trên loạt đấu súng với tỉ số 3-0, sau khi hòa 0-0 trong thời gian chính thức. 
","Chile đã giành vé vào chung kết Confederations Cup 2017 bằng cách đánh bại Bồ Đào Nha trên loạt đấu súng với tỉ số 3-0, sau khi hòa 0-0 trong thời gian chính thức.",77dfdc29,Kết quả của hiệp chính thức giữa Chile và Bồ Đào Nha như thế nào?,General
"Chile giành chiến thắng trước Bồ Đào Nha sau loạt đấu súng với tỉ số 3-0. Trận đấu kết thúc với tỉ số hòa 0-0 sau thời gian thi đấu chính thức. 
","Chile đã giành vé vào chung kết Confederations Cup 2017 bằng cách đánh bại Bồ Đào Nha trên loạt đấu súng với tỉ số 3-0, sau khi hòa 0-0 trong thời gian chính thức.",77dfdc29,Chile giành chiến thắng trước Bồ Đào Nha bằng cách nào?,General
"USS Nimitz được triển khai đến khu vực tây Thái Bình Dương. 
",Chiếc F-18 của Mỹ gặp sự cố động cơ sau khi cất cánh từ tàu sân bay USS Nimitz tại Vịnh Persia (Vịnh Ba tư).,7953f292,Vị trí Căn cứ của USS Nimitz?,General
"Tàu sân bay USS Nimitz đã hoạt động tại Vịnh Persia (Vịnh Ba tư). 
",Chiếc F-18 của Mỹ gặp sự cố động cơ sau khi cất cánh từ tàu sân bay USS Nimitz tại Vịnh Persia (Vịnh Ba tư).,7953f292,Lãnh vực hoạt động của tàu sân bay Mỹ?,General
"Tai nạn động cơ của F-18 diễn ra  sau khi cất cánh từ tàu sân bay USS Nimitz tại Vịnh Ba tư. 
",Chiếc F-18 của Mỹ gặp sự cố động cơ sau khi cất cánh từ tàu sân bay USS Nimitz tại Vịnh Persia (Vịnh Ba tư).,7953f292,Tai nạn động cơ của F-18 diễn ra ở đâu?,General
"Hãng sản xuất chiếc F-18 gặp sự cố là Hải quân Mỹ. 
",Chiếc F-18 của Mỹ gặp sự cố động cơ sau khi cất cánh từ tàu sân bay USS Nimitz tại Vịnh Persia (Vịnh Ba tư).,7953f292,Hãng sản xuất chiếc F-18 gặp sự cố là gì?,General
"Việc phi công hạ cánh khẩn cấp xuống sân bay quốc tế Bahrain sau sự cố động cơ có thể khiến phi công gặp rắc rối nhưng không có thông tin nào về kết quả rắc rối.

 
",Chiếc F-18 của Mỹ gặp sự cố động cơ sau khi cất cánh từ tàu sân bay USS Nimitz tại Vịnh Persia (Vịnh Ba tư).,7953f292,Suy đoán tác động của sự cố động cơ đối với phi công?,General
"Ngân hàng T.Ư UAE yêu cầu  toàn bộ các tổ chức tài chính và ngân hàng  dừng ngay các giao dịch với 18 cá nhân và tổ chức nghi ngờ có liên quan tới Qatar. Ngân hàng T.Ư UAE cũng yêu cầu các tổ chức ngân hàng và tài chính bắt đầu rà soát và phong tỏa ngay lập tức các tài khoản ngân hàng, các khoản đầu tư, tín dụng do các cá nhân hoặc tổ chức có liên quan trong danh sách đen mà các nước vùng Vịnh đưa ra ngày 25/7. 
","Giới chức UAE đã yêu cầu ngân hàng T.Ư của nước này dừng ngay các giao dịch với 18 cá nhân và tổ chức nghi ngờ có liên quan tới Qatar, bắt đầu rà soát và phong tỏa ngay lập tức các tài khoản ngân hàng, các khoản đầu tư, tín dụng do các cá nhân hoặc tổ chức có liên quan trong danh sách đen mà các nước vùng Vịnh đưa ra ngày 25/7.",bcc7357f,UAE yêu cầu ngân hàng trung ương của họ phải làm gì với các tổ chức tài chính và ngân hàng liên quan đến Qatar?,General
"Theo thông báo của UAE, ngân hàng TƯ UAE yêu cầu dừng ngay các giao dịch với **18 cá nhân và tổ chức** nghi ngờ có liên quan tới Qatar. 
","Giới chức UAE đã yêu cầu ngân hàng T.Ư của nước này dừng ngay các giao dịch với 18 cá nhân và tổ chức nghi ngờ có liên quan tới Qatar, bắt đầu rà soát và phong tỏa ngay lập tức các tài khoản ngân hàng, các khoản đầu tư, tín dụng do các cá nhân hoặc tổ chức có liên quan trong danh sách đen mà các nước vùng Vịnh đưa ra ngày 25/7.",bcc7357f,"Theo thông báo của UAE, bao nhiêu cá nhân và tổ chức có liên quan đến Qatar bị giam giữ?",General
"Ngày 27/7. 
","Giới chức UAE đã yêu cầu ngân hàng T.Ư của nước này dừng ngay các giao dịch với 18 cá nhân và tổ chức nghi ngờ có liên quan tới Qatar, bắt đầu rà soát và phong tỏa ngay lập tức các tài khoản ngân hàng, các khoản đầu tư, tín dụng do các cá nhân hoặc tổ chức có liên quan trong danh sách đen mà các nước vùng Vịnh đưa ra ngày 25/7.",bcc7357f,Ngày bao nhiêu UAE yêu cầu ngân hàng ngừng các giao dịch với những người nghi ngờ liên quan đến Qatar?,General
"Ngoài việc đình chỉ giao dịch, UAE còn yêu cầu ngân hàng bắt đầu rà soát và phong tỏa ngay lập tức các tài khoản ngân hàng, các khoản đầu tư, tín dụng do các cá nhân hoặc tổ chức có liên quan trong danh sách đen mà các nước vùng Vịnh đưa ra ngày 25/7. 
","Giới chức UAE đã yêu cầu ngân hàng T.Ư của nước này dừng ngay các giao dịch với 18 cá nhân và tổ chức nghi ngờ có liên quan tới Qatar, bắt đầu rà soát và phong tỏa ngay lập tức các tài khoản ngân hàng, các khoản đầu tư, tín dụng do các cá nhân hoặc tổ chức có liên quan trong danh sách đen mà các nước vùng Vịnh đưa ra ngày 25/7.",bcc7357f,"Ngoài việc đình chỉ giao dịch, UAE còn yêu cầu ngân hàng làm gì với các tài khoản của những người trong danh sách đen?",General
"Danh sách đen được đề cập bao gồm Evgeny Petrenko, một quan chức tình báo Nga bị IS chặt đầu. 


","Giới chức UAE đã yêu cầu ngân hàng T.Ư của nước này dừng ngay các giao dịch với 18 cá nhân và tổ chức nghi ngờ có liên quan tới Qatar, bắt đầu rà soát và phong tỏa ngay lập tức các tài khoản ngân hàng, các khoản đầu tư, tín dụng do các cá nhân hoặc tổ chức có liên quan trong danh sách đen mà các nước vùng Vịnh đưa ra ngày 25/7.",bcc7357f,Danh sách đen được đề cập bao gồm những ai?,General
"Phi hành gia thỉnh thoảng chỉ ngửi thấy mùi nhựa khi di chuyển trong không gian do được trang bị bộ quần áo vũ trụ nghiêm ngặt. Khi lên tới trạm không gian, cởi bỏ các bộ trang phục, vật dụng bảo hộ ra, bạn sẽ ngửi thấy mùi cay cay kỳ lạ, tựa như các mùi thịt cháy, mùi kim loại, mùi khói hàn quy tụ lại. </br>
","Trong không gian, lúc di chuyển, do trang bị bộ quần áo vũ trụ nghiêm ngặt, phi hành gia thỉnh thoảng chỉ ngửi được mùi nhựa. Khi lên tới trạm không gian, cởi bỏ các bộ trang phục, vật dụng bảo hộ ra, bạn sẽ ngửi thấy thứ mùi cay cay kỳ lạ, tựa như các mùi thịt cháy, mùi kim loại, mùi khói hàn quy tụ lại. Giải thích về mùi này có thể là do sự chuyển động thải ra năng lượng cao của các ion năng lượng trôi dạt trong không gian.",131bbbc3,Phi hành gia trong vũ trụ ngửi thấy mùi gì?,General
"Khi không mặc trang phục, phi hành gia trên trạm vũ trụ sẽ ngửi thấy một mùi cay cay kỳ lạ, tựa như sự kết hợp của mùi thịt cháy, mùi kim loại và mùi khói hàn. 
","Trong không gian, lúc di chuyển, do trang bị bộ quần áo vũ trụ nghiêm ngặt, phi hành gia thỉnh thoảng chỉ ngửi được mùi nhựa. Khi lên tới trạm không gian, cởi bỏ các bộ trang phục, vật dụng bảo hộ ra, bạn sẽ ngửi thấy thứ mùi cay cay kỳ lạ, tựa như các mùi thịt cháy, mùi kim loại, mùi khói hàn quy tụ lại. Giải thích về mùi này có thể là do sự chuyển động thải ra năng lượng cao của các ion năng lượng trôi dạt trong không gian.",131bbbc3,"Khi không mặc trang phục, phi hành gia trên trạm vũ trụ ngửi thấy mùi gì?",General
"Mùi lạ trên trạm vũ trụ tựa như các mùi thịt cháy, mùi kim loại, mùi khói hàn quy tụ lại. 

Giải thích cho mùi này có thể là do sự chuyển động thải ra năng lượng cao của các ion năng lượng trôi dạt trong không gian. 
","Trong không gian, lúc di chuyển, do trang bị bộ quần áo vũ trụ nghiêm ngặt, phi hành gia thỉnh thoảng chỉ ngửi được mùi nhựa. Khi lên tới trạm không gian, cởi bỏ các bộ trang phục, vật dụng bảo hộ ra, bạn sẽ ngửi thấy thứ mùi cay cay kỳ lạ, tựa như các mùi thịt cháy, mùi kim loại, mùi khói hàn quy tụ lại. Giải thích về mùi này có thể là do sự chuyển động thải ra năng lượng cao của các ion năng lượng trôi dạt trong không gian.",131bbbc3,Có những giải thích gì về mùi lạ trên trạm vũ trụ?,General
"Có thể vì sự chuyển động thải ra năng lượng cao của các ion năng lượng trôi dạt trong không gian. 


","Trong không gian, lúc di chuyển, do trang bị bộ quần áo vũ trụ nghiêm ngặt, phi hành gia thỉnh thoảng chỉ ngửi được mùi nhựa. Khi lên tới trạm không gian, cởi bỏ các bộ trang phục, vật dụng bảo hộ ra, bạn sẽ ngửi thấy thứ mùi cay cay kỳ lạ, tựa như các mùi thịt cháy, mùi kim loại, mùi khói hàn quy tụ lại. Giải thích về mùi này có thể là do sự chuyển động thải ra năng lượng cao của các ion năng lượng trôi dạt trong không gian.",131bbbc3,Có phải vì dịch chuyển năng lượng mà phi hành gia ngửi thấy mùi lạ không?,General
"Mùi khó chịu trên trạm vũ trụ có thể xuất hiện do sự chuyển động thải ra năng lượng cao của các ion năng lượng trôi dạt trong không gian. Cũng có thể do việc co-đọc mốt an vào việc ở lại trong không gian. 
","Trong không gian, lúc di chuyển, do trang bị bộ quần áo vũ trụ nghiêm ngặt, phi hành gia thỉnh thoảng chỉ ngửi được mùi nhựa. Khi lên tới trạm không gian, cởi bỏ các bộ trang phục, vật dụng bảo hộ ra, bạn sẽ ngửi thấy thứ mùi cay cay kỳ lạ, tựa như các mùi thịt cháy, mùi kim loại, mùi khói hàn quy tụ lại. Giải thích về mùi này có thể là do sự chuyển động thải ra năng lượng cao của các ion năng lượng trôi dạt trong không gian.",131bbbc3,Mùi khó chịu trên trạm vũ trụ có liên quan đến những gì?,General
"Radha Mohan Singh là Bộ trưởng Nông nghiệp Ấn Độ. 
",Bộ trưởng Nông nghiệp Ấn Độ Radha Mohan Singh bị chỉ trích dữ dội vì bức ảnh chụp lại khoảnh khắc không đẹp mắt của ông đi tiểu trong khi các nhân viên an ninh quay về hướng khác đang lan truyền trên mạng xã hội. Đây được cho là một hành động không đúng đắn và đi ngược lại với chiến dịch kếu gọi giữ gìn vệ sinh đường phố mà Thủ tướng Narendra Modi phát động năm 2014.,b604c53e,Radha Mohan Singh là ai?,General
"Nội dung hình ảnh chụp Bộ trưởng Nông nghiệp Ấn Độ Radha Mohan Singh đang gây tranh cãi là ông thản nhiên quay mặt vào tường tiểu tiện trong khi các nhân viên an ninh quay về hướng khác. 


",Bộ trưởng Nông nghiệp Ấn Độ Radha Mohan Singh bị chỉ trích dữ dội vì bức ảnh chụp lại khoảnh khắc không đẹp mắt của ông đi tiểu trong khi các nhân viên an ninh quay về hướng khác đang lan truyền trên mạng xã hội. Đây được cho là một hành động không đúng đắn và đi ngược lại với chiến dịch kếu gọi giữ gìn vệ sinh đường phố mà Thủ tướng Narendra Modi phát động năm 2014.,b604c53e,Nội dung hình ảnh chụp Bộ trưởng Nông nghiệp Ấn Độ Radha Mohan Singh đang gây tranh cãi là gì?,General
"Bức ảnh của Bộ trưởng Nông nghiệp Ấn Độ Radha Mohan Singh được lan truyền trên mạng xã hội.  
",Bộ trưởng Nông nghiệp Ấn Độ Radha Mohan Singh bị chỉ trích dữ dội vì bức ảnh chụp lại khoảnh khắc không đẹp mắt của ông đi tiểu trong khi các nhân viên an ninh quay về hướng khác đang lan truyền trên mạng xã hội. Đây được cho là một hành động không đúng đắn và đi ngược lại với chiến dịch kếu gọi giữ gìn vệ sinh đường phố mà Thủ tướng Narendra Modi phát động năm 2014.,b604c53e,Hình ảnh của Bộ trưởng Nông nghiệp Ấn Độ Radha Mohan Singh được lan truyền trên kênh nào?,General
"Thủ tướng Narendra Modi đã phát động chiến dịch kêu gọi giữ gìn vệ sinh đường phố năm 2014.  
",Bộ trưởng Nông nghiệp Ấn Độ Radha Mohan Singh bị chỉ trích dữ dội vì bức ảnh chụp lại khoảnh khắc không đẹp mắt của ông đi tiểu trong khi các nhân viên an ninh quay về hướng khác đang lan truyền trên mạng xã hội. Đây được cho là một hành động không đúng đắn và đi ngược lại với chiến dịch kếu gọi giữ gìn vệ sinh đường phố mà Thủ tướng Narendra Modi phát động năm 2014.,b604c53e,Thủ tướng Narendra Modi đã phát động chiến dịch nào mà ông Radha Mohan Singh bị chỉ trích?,General
"Radha Mohan Singh bị chỉ trích vì được cho là vi phạm chiến dịch kêu gọi giữ gìn vệ sinh đường phố mà Thủ tướng Narendra Modi đã phát động năm 2014.  
",Bộ trưởng Nông nghiệp Ấn Độ Radha Mohan Singh bị chỉ trích dữ dội vì bức ảnh chụp lại khoảnh khắc không đẹp mắt của ông đi tiểu trong khi các nhân viên an ninh quay về hướng khác đang lan truyền trên mạng xã hội. Đây được cho là một hành động không đúng đắn và đi ngược lại với chiến dịch kếu gọi giữ gìn vệ sinh đường phố mà Thủ tướng Narendra Modi phát động năm 2014.,b604c53e,Tại sao hành động của Radha Mohan Singh bị cho là trái ngược với chiến dịch của Thủ tướng Modi?,General
"Con hổ xuất phát từ bụi cây lao tới phá đám cưới. 
",Con hổ dữ từ bụi cây lao tới phá đám cưới và sau đó tới bang Maharashtra trung tâm Ấn Độ và tấn công một người phụ nữ trong làng Sundartola.,8f16dd34,Con hổ xuất phát từ đâu trước khi tấn công đám cưới?,General
